Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.16    0.00 9454186/11338403     std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}) [4]
[49]     1.9    0.20    0.00 11338403         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [49]
-----------------------------------------------
                0.02    0.00 3008026/24105944     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [68]
                0.06    0.00 7560486/24105944     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [34]
                0.11    0.00 13537432/24105944     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [8]
[50]     1.9    0.20    0.00 24105944         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [50]
-----------------------------------------------
                0.03    0.00 1167569/6323839     void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [7]
                0.05    0.00 1561971/6323839     void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [42]
                0.05    0.00 1718689/6323839     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [8]
                0.05    0.00 1875610/6323839     void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [66]
[51]     1.8    0.19    0.00 6323839         double&& std::forward<double>(std::remove_reference<double>::type&) [51]
-----------------------------------------------
                0.02    0.16 2130573/2130573     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [23]
[52]     1.7    0.02    0.16 2130573         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [52]
                0.13    0.03 14871520/16623022     std::allocator<double>::~allocator() [53]
-----------------------------------------------
                0.00    0.00       2/16623022     __static_initialization_and_destruction_0(int, int) [67]
                0.02    0.00 1751500/16623022     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [9]
                0.13    0.03 14871520/16623022     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [52]
[53]     1.7    0.15    0.03 16623022         std::allocator<double>::~allocator() [53]
                0.03    0.00 11588542/11588542     __gnu_cxx::new_allocator<double>::~new_allocator() [98]
-----------------------------------------------
                0.05    0.14 4978476/4978476     vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [3]
[54]     1.7    0.05    0.14 4978476         std::vector<double, std::allocator<double> >::vector() [54]
                0.03    0.11  646328/646328      std::_Vector_base<double, std::allocator<double> >::_Vector_base() [62]
-----------------------------------------------
                0.02    0.15  627737/627737      vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [3]
[55]     1.6    0.02    0.15  627737         double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [55]
                0.07    0.02 1621986/5081588     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [34]
                0.03    0.00 1884217/11338403     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [49]
                0.03    0.00 1133528/3782551     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [74]
-----------------------------------------------
                0.00    0.00       2/8860965     std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [85]
                0.03    0.00 1758344/8860965     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [9]
                0.05    0.00 2640032/8860965     std::vector<double, std::allocator<double> >::~vector() [15]
                0.08    0.00 4462587/8860965     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [8]
[56]     1.5    0.16    0.00 8860965         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [56]
-----------------------------------------------
                0.15    0.00 4868880/4868880     std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [30]
[57]     1.4    0.15    0.00 4868880         std::move_iterator<double*>::move_iterator(double*) [57]
-----------------------------------------------
                0.05    0.10 2768130/2768130     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [9]
[58]     1.4    0.05    0.10 2768130         __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [58]
                0.02    0.08 1699229/1699229     std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [77]
-----------------------------------------------
                0.08    0.07 1533688/1533688     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [28]
[59]     1.3    0.08    0.07 1533688         double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [59]
                0.07    0.00 2150428/2150428     double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [83]
-----------------------------------------------
                0.09    0.05 1210767/1210767     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [17]
[60]     1.3    0.09    0.05 1210767         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [60]
                0.03    0.02 1227121/3367338     std::allocator<double>::allocator(std::allocator<double> const&) [63]
-----------------------------------------------
                0.14    0.00 8468451/8468451     void std::_Destroy<double*>(double*, double*) [39]
[61]     1.3    0.14    0.00 8468451         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [61]
-----------------------------------------------
                0.03    0.11  646328/646328      std::vector<double, std::allocator<double> >::vector() [54]
[62]     1.3    0.03    0.11  646328         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [62]
                0.07    0.04 1918670/1918670     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [70]
-----------------------------------------------
                0.03    0.02 1227121/3367338     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [60]
                0.05    0.03 2140217/3367338     std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [77]
[63]     1.2    0.08    0.05 3367338         std::allocator<double>::allocator(std::allocator<double> const&) [63]
                0.05    0.00 2838657/2838657     __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [92]
-----------------------------------------------
                0.08    0.05 2392783/2392783     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [9]
[64]     1.2    0.08    0.05 2392783         std::vector<double, std::allocator<double> >::begin() const [64]
                0.05    0.00 1655627/3472547     __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [75]
